Interpret,Titel,Album,L‰nge,Jahr,Genre,Bewertung,Bitrate,Pfad,Medium
"Hurts","Stay","DiskKurort","3:53",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\086. Hurts - Stay.mp3",""
"Thomas Anders","Stay With Me (Danny Verde Radio Edit)","Vse Zvezdy 2011","3:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\062_Thomas Anders - Stay With Me (Danny Verde Radio Edit).mp3",""
"Bee Gees","Stayin Alive (Wallbreakers Club Mix)","Piratskaj stancij","5:30",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\132 Bee Gees - Stayin Alive (Wallbreakers Club Mix).mp3",""
"Real O","Stikhiya","HitNastSummer","3:27",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\08.  Real O - Stikhiya .mp3",""
"D.I.P. Project","Sto istorii","DiskKurort","3:17",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\165. D.I.P. Project - Sto istorii.mp3",""
"Vadim Kazachenko","Sto Tysyach Da","MuzDlyaMol4","3:28",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\42 Vadim Kazachenko - Sto Tysyach Da.mp3",""
"Vadim Kazachenko","Sto Tysyach Da","SamSHikNaPer","3:28",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\42 Vadim Kazachenko - Sto Tysyach Da.mp3",""
"Zdob Si Zdub & Sergej Mikhalok","Stop Mafiya","XXXLVes2011","2:48",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\35 Zdob Si Zdub & Sergej Mikhalok - Stop Mafiya.mp3",""
"Leonid Rudenko & Alexander Popov","Stranger","LetoNaMuzTV","3:16",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\21 Leonid Rudenko & Alexander Popov - Stranger.mp3",""
"Avicii","Street Dancer (Two Fresh Remix)","Piratskaj stancij","6:05",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\060 Avicii - Street Dancer (Two Fresh Remix).mp3",""
"B'yanka","Strelyaj","HitNastSummer","3:05",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\57.  B'yanka - Strelyaj .mp3",""
"B'yanka","Strelyaj","LetoNaMuzTV","3:05",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\29 B'yanka - Strelyaj.mp3",""
"B'yanka","Strelyaj","SamSHikNaPer","3:05",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\44 B'yanka - Strelyaj.mp3",""
"Podium","Strelyayu v serdce (Alex Nevsky Remix)","Piratskaj stancij","7:16",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\147 Podium - Strelyayu v serdce (Alex Nevsky Remix).mp3",""
"Ruki Vverkh","Student","HitNastSummer","4:17",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\29.  Ruki Vverkh - Student .mp3",""
"Krest'yane.ru","Sud.ba razluchnicza","Slezy lyubvi","3:49",0,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\52. Krest.yane.ru - Sud.ba razluchnicza.mp3",""
"Inna","Sun Is Up","DiskKurort","3:43",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\088. Inna - Sun Is Up.mp3",""
"Inna","Sun Is Up (Cahill Club Mix)","Piratskaj stancij","7:15",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\072 Inna - Sun Is Up (Cahill Club Mix).mp3",""
"Antibazz","Sun Of Jamaica (Dj Miv Full Remix)","Piratskaj stancij","4:17",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\078 Antibazz - Sun Of Jamaica (Dj Miv Full Remix).mp3",""
"Andre Visior & Kay Stone","Sunrise","DiskKurort","4:04",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\010. Andre Visior & Kay Stone - Sunrise.mp3",""
"Happy Sovok","Super mega shashlyki 2011 (DJ remix)","Piratskaj stancij","4:40",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\035 Happy Sovok - Super mega shashlyki 2011 (DJ remix).mp3",""
"Aleksandr Barykin","Svet zvezdy","VzrHitParOtRusRad","4:01",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\162. Aleksandr Barykin - Svet zvezdy.mp3",""
"A. Panajotov","Svetofory","XXXLVes2011","3:50",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\77 A. Panajotov - Svetofory.mp3",""
"Snoop Dogg vs David Guetta","Sweat (Radio Edit)","Piratskaj stancij","3:14",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\106 Snoop Dogg vs David Guetta - Sweat (Radio Edit).mp3",""
"Freeman &amp; Drilla","Sweet Word (Dan Kubo Slow Version)","Vse Zvezdy 2011","5:22",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\128_Freeman &amp; Drilla - Sweet Word (Dan Kubo Slow Version).mp3",""
"Freeman & Drilla","Sweet Word (Sergei Krasilnikov Remix)","Piratskaj stancij","5:15",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\165 Freeman & Drilla - Sweet Word (Sergei Krasilnikov Remix).mp3",""
"Chris Parker","Symphony","DiskKurort","3:14",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\044. Chris Parker - Symphony.mp3",""
"DJ Ruslan Nigmatullin","Symphony","DiskKurort","3:43",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\062. DJ Ruslan Nigmatullin - Symphony.mp3",""
"DJ Ruslan Nigmatullin feat. Paradox Factory","Symphony (Vocal Version)","Piratskaj stancij","3:58",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\002 DJ Ruslan Nigmatullin feat. Paradox Factory - Symphony (Vocal Version).mp3",""
"Chris Parker","Symphony 2011 (Radio Orchestral Edition)","Piratskaj stancij","3:59",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\010 Chris Parker - Symphony 2011 (Radio Orchestral Edition).mp3",""
"Vremya i steklo","Tak vypala karta","HitNastSummer","3:53",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\61.  Vremya i steklo - Tak vypala karta .mp3",""
"Vremya i steklo","Tak vypala karta","VzrHitParOtRusRad","3:53",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\158. Vremya i steklo - Tak vypala karta.mp3",""
"Tom Pulse","Taka Taka","DiskKurort","3:11",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\174. Tom Pulse - Taka Taka.mp3",""
"Tom Pulse","Taka Taka (Marco van Bassken Remix)","Piratskaj stancij","5:20",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\146 Tom Pulse - Taka Taka (Marco van Bassken Remix).mp3",""
"Serge Devant feat. Emma Hewitt","Take Me With You (Adam K &amp; Soha Radio Edit)","Vse Zvezdy 2011","3:47",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\144_Serge Devant feat. Emma Hewitt - Take Me With You (Adam K &amp; Soha Radio Edit).mp3",""
"Eva Simons & Afrojack","Take Over Control","DiskKurort","3:28",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\076. Eva Simons & Afrojack - Take Over Control.mp3",""
"DJ M. E. G. feat. Karina Koks","Tam Gde Ty","MuzDlyaMol4","3:52",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\43 DJ M. E. G. feat. Karina Koks - Tam Gde Ty.mp3",""
"DJ M.E.G. feat. Karina Koks","Tam Gde Ty","SamSHikNaPer","3:52",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\43 DJ M.E.G. feat. Karina Koks - Tam Gde Ty.mp3",""
"DJ Fashion & Andrey S.p.l.a.s.h. feat. MC Rybik","Tancevat' ne stydno","Piratskaj stancij","3:33",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\170 DJ Fashion & Andrey S.p.l.a.s.h. feat. MC Rybik - Tancevat' ne stydno.mp3",""
"Stereo Feat. Insectum","Tancuj","XXXLVes2011","5:02",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\16 Stereo Feat. Insectum - Tancuj.mp3",""
"Pavel Gladunov","Tayut svechi","DiskKurort","3:46",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\189. Pavel Gladunov - Tayut svechi.mp3",""
"Rihanna","Te amo","DiskKurort","3:27",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\192. Rihanna - Te amo.mp3",""
"Don Teco","Te Toca","DiskKurort","2:53",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\066. Don Teco - Te Toca.mp3",""
"Stas Mikhailov","Tebya ostavlyu ya","DiskKurort","3:24",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\079. Stas Mikhailov - Tebya ostavlyu ya.mp3",""
"Amna","Tell Me Why","DiskKurort","3:20",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\008. Amna - Tell Me Why.mp3",""
"Artur Pirozhkov","Telochki Lyubyat ... (Dj ViTar Bootleg)","Piratskaj stancij","6:17",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\099 Artur Pirozhkov - Telochki Lyubyat ... (Dj ViTar Bootleg).mp3",""
"A. Sviridova","Telom I Dushoj","XXXLVes2011","3:47",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\56 A. Sviridova - Telom I Dushoj.mp3",""
"Natali","Territoriya Serdca","LetoNaMuzTV","3:50",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\06 Natali - Territoriya Serdca.mp3",""
"Maks Barskikh","Teryayu tebya","VzrHitParOtRusRad","3:28",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\008. Maks Barskikh - Teryayu tebya.mp3",""
"Diskoteka Avariya","The Disco Of 10th (Dj Miv & Dj Hit Ural Radio Edit)","Piratskaj stancij","3:20",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\159 Diskoteka Avariya - The Disco Of 10th (Dj Miv & Dj Hit Ural Radio Edit).mp3",""
"Diskoteka Avariya","The Disco Of 10th (The Disko Desyatykh)","VzrHitParOtRusRad","3:35",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\015. Diskoteka Avariya - The Disco Of 10th (The Disko Desyatykh).mp3",""
"Diskoteka Avariya","The Disko Desyatykh","DiskKurort","3:36",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\043. Diskoteka Avariya - The Disko Desyatykh.mp3",""
"Europe","The Final Coundown (Ural Djs Dance Mix)","Piratskaj stancij","4:51",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\044 Europe - The Final Coundown (Ural Djs Dance Mix).mp3",""
"Pendulum","The Island","DiskKurort","3:39",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\140. Pendulum - The Island.mp3",""
"Black Eyed Peas","The Time (The Dirty Bit)","DiskKurort","5:09",2011,"Pop",10,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\200. Black Eyed Peas - The Time (The Dirty Bit).mp3",""
"Black Eyed Peas","The Time (The Dirty Bit) (Liam Keegan Radio Edit)","Piratskaj stancij","5:01",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\128 Black Eyed Peas - The Time (The Dirty Bit) (Liam Keegan Radio Edit).mp3",""
"Camille Jones","The Truth","DiskKurort","3:53",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\040. Camille Jones - The Truth.mp3",""
"Scotty vs. Rudy MC","There Is A Time (PH Electro Remix)","Vse Zvezdy 2011","4:47",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\080_Scotty vs. Rudy MC - There Is A Time (PH Electro Remix).mp3",""
"Bob Sinclar & Sean Paul","Tik Tok","DiskKurort","3:06",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\032. Bob Sinclar & Sean Paul - Tik Tok .mp3",""
"Darius & Finlay Feat. Nicco","Till Morning (Ph Electro Remix)","Piratskaj stancij","4:36",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\064 Darius & Finlay Feat. Nicco - Till Morning (Ph Electro Remix).mp3",""
"Britney Spears","Till The World Ends (Funk3d Radio Edit)","Piratskaj stancij","4:02",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\068 Britney Spears - Till The World Ends (Funk3d Radio Edit).mp3",""
"M. Fomin","Tishina","XXXLVes2011","4:38",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\40 M. Fomin - Tishina.mp3",""
"Steve Modana","To The Top","Vse Zvezdy 2011","3:24",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\110_Steve Modana - To The Top.mp3",""
"Neangely","Tol'ko By Ty Byl","HitNastSummer","3:03",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\27.  Neangely - Tol'ko By Ty Byl .mp3",""
"Sogdiana","Tol'ko ne molchi","VzrHitParOtRusRad","3:25",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\174. Sogdiana - Tol'ko ne molchi.mp3",""
"Stas Mikhailov","Tolko ty","DiskKurort","3:36",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\113. Stas Mikhailov - Tolko ty.mp3",""
"Neoclubber","Tol'ko ya i ty","VzrHitParOtRusRad","3:20",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\088. Neoclubber - Tol'ko ya i ty.mp3",""
"Dirty Impact vs. Royal XTC","Tom's Diner (PH Electro Remix)","Piratskaj stancij","5:32",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\116 Dirty Impact vs. Royal XTC - Tom's Diner (PH Electro Remix).mp3",""
"Enrique Iglesias & Ludacris","Tonight","DiskKurort","3:50",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\074. Enrique Iglesias & Ludacris - Tonight.mp3",""
"Enrique Iglesias feat. Ludacris &amp; DJ Frank E","Tonight ('m Fuckin You) (UniSelf Radio Edit)","Vse Zvezdy 2011","3:32",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\050_Enrique Iglesias feat. Ludacris &amp; DJ Frank E - Tonight (I&apos;m Fuckin&apos; You) (UniSelf Radio Edit).mp3",""
"Vivien OHara & Adrian Sina","Too Late To Cry","DiskKurort","4:11",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\182. Vivien OHara & Adrian Sina - Too Late To Cry.mp3",""
"Dominik Dzhoker i Kaeti Topuriya","Top-Model' Po-Russki","VzrHitParOtRusRad","3:10",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\100. Dominik Dzhoker i Kaeti Topuriya - Top-Model' Po-Russki.mp3",""
"T feat Vne Vremeni","Tosklivye frazy","HitNastSummer","3:41",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\98.  T feat Vne Vremeni - Tosklivye frazy .mp3",""
"T9 feat. Vne Vremeni","Tosklivye Frazy","LetoNaMuzTV","3:39",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\72 T9 feat. Vne Vremeni - Tosklivye Frazy.mp3",""
"Joy","Touch By Touch 2011 (Radio Version)","Vse Zvezdy 2011","3:24",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\130_Joy - Touch By Touch 2011 (Radio Version).mp3",""
"Veronika Gordievskaya","Trassa Lyubov'","HitNastSummer","3:42",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\73.  Veronika Gordievskaya - Trassa Lyubov' .mp3",""
"Veronika Gordievskaya","Trassa Lyubov'","VzrHitParOtRusRad","3:41",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\046. Veronika Gordievskaya - Trassa Lyubov'.mp3",""
"N.O.H.A.","Tu Cafe","DiskKurort","3:02",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\132. N.O.H.A. - Tu Cafe.mp3",""
"N.O.H.A.","Tu Cafe (Alex Astero & Evan Sax Radio Mix)","Piratskaj stancij","3:01",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\148 N.O.H.A. - Tu Cafe (Alex Astero & Evan Sax Radio Mix).mp3",""
"Pavliki International","Tulovische Nu Vasche","XXXLVes2011","3:01",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\29 Pavliki International - Tulovische Nu Vasche.mp3",""
"DJ Karas' feat. Vera","Tusa 2","Piratskaj stancij","2:59",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\166 DJ Karas' feat. Vera - Tusa 2.mp3",""
"Aleksei Chumakov","Tut i tam (Remix)","DiskKurort","3:33",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\047. Aleksei Chumakov - Tut i tam (Remix).mp3",""
"Gavrilyuk Oleg","Tvoi glaza","Slezy lyubvi","3:51",2011,"",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\77. Gavrilyuk Oleg - Tvoi glaza.mp3",""
"Sveta","Tvoi glaza (Slash Junior Remix)","Piratskaj stancij","5:45",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\083 Sveta - Tvoi glaza (Slash Junior Remix).mp3",""
"Lady D","Tvoj vzglyad","Vse Zvezdy 2011","3:21",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\099_Lady D - Tvoj vzglyad.mp3",""
"A. Coj","Tvoya A","LetoNaMuzTV","3:47",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\16 A. Coj - Tvoya A.mp3",""
"Yuliya Koval'chuk","Tvoya podruzhka","HitNastSummer","3:18",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\04.  Yuliya Koval'chuk - Tvoya podruzhka .mp3",""
"Tim Berg, Norman Doray & Sebastian Drums","Tweet It","DiskKurort","2:28",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\170. Tim Berg, Norman Doray & Sebastian Drums - Tweet It.mp3",""
"Vlad Chekhov","Ty celuesh'","Vse Zvezdy 2011","4:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\063_Vlad Chekhov - Ty celuesh'.mp3",""
"Oksana Kovalevskaya & DJ Antonas","Ty dlya menya (extended mix)","MuzDlyaMol4","5:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\95 Oksana Kovalevskaya & DJ Antonas - Ty dlya menya (extended mix).mp3",""
"Oksana Kovalevskaya & DJ Antonas","Ty dlya menya (extended mix)","SamSHikNaPer","5:22",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\55 Oksana Kovalevskaya & DJ Antonas - Ty dlya menya (extended mix).mp3",""
"Gavrilyuk Karina i Shak Oleg","Ty i ya","Slezy lyubvi","3:05",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\96. Gavrilyuk Karina i SHak Oleg - Ty i ya.mp3",""
"Lyapis Trubeckoj","Ty kinula (Dj Smaggy & Tim S Remix)","Piratskaj stancij","4:41",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\075 Lyapis Trubeckoj - Ty kinula (Dj Smaggy & Tim S Remix).mp3",""
"Mikhajlov Vladimir","Ty luchshe vseh","Slezy lyubvi","2:53",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\05. Mihaylov Vladimir - Ty luchshe vseh.mp3",""
"Aleksandr Ajvazov","Ty lyubi menya (Amure version)","Vse Zvezdy 2011","4:26",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\119_Aleksandr Ajvazov - Ty lyubi menya (Amure version).mp3",""
"St1m feat. B'yanka","Ty Moe Leto","LetoNaMuzTV","3:37",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\89 St1m feat. B'yanka - Ty Moe Leto.mp3",""
"St1m feat. B'yanka","Ty moe leto","VzrHitParOtRusRad","3:37",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\101. St1m feat. B'yanka - Ty moe leto.mp3",""
"Stm feat B'yanka","Ty moe leto","HitNastSummer","3:38",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\34.  Stm feat B'yanka - Ty moe leto .mp3",""
"Vlad Topalov","Ty ne so mnoj","VzrHitParOtRusRad","3:38",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\194. Vlad Topalov - Ty ne so mnoj.mp3",""
"Natasha Koroleva","Ty prosti","VzrHitParOtRusRad","3:23",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\120. Natasha Koroleva - Ty prosti.mp3",""
"Quest Pistols","Ty tak krasiva","HitNastSummer","2:53",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\53.  Quest Pistols - Ty tak krasiva .mp3",""
"Quest Pistols","Ty tak krasiva","VzrHitParOtRusRad","2:52",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\059. Quest Pistols - Ty tak krasiva.mp3",""
"Quest Pistols","Ty tak krasiva (Ural Djs Dance Edit)","Vse Zvezdy 2011","2:56",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\009_Quest Pistols - Ty tak krasiva (Ural Djs Dance Edit).mp3",""
"Marsel'","Ty takaya zhe","VzrHitParOtRusRad","3:18",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\062. Marsel' - Ty takaya zhe.mp3",""
"Marsel'","Ty Tol'ko Moya","LetoNaMuzTV","3:19",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\81 Marsel' - Ty Tol'ko Moya.mp3",""
"House Massive","Ty uydesh.","Slezy lyubvi","3:33",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\97. House Massive - Ty uydesh..mp3",""
"Umaturman","Ty vernesh'sya","HitNastSummer","4:46",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\45.  Umaturman - Ty vernesh'sya .mp3",""
"MC Hammer","U Can't Touch This (DJ Fashion & Andrey S.p.l.a.s.h. Remix)","Piratskaj stancij","5:38",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\138 MC Hammer - U Can't Touch This (DJ Fashion & Andrey S.p.l.a.s.h. Remix).mp3",""
"DJ Max Payne","Udalyonnyy dostup","Slezy lyubvi","3:18",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\92. DJ Max Payne - Udalyonnyy dostup.mp3",""
"Shurochkin Vladimir","Uhodit leto","Slezy lyubvi","4:29",2011,"",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\34. SHurochkin Vladimir - Uhodit leto.mp3",""
"Eternity","Ukhozhu Ne Derzhi","XXXLVes2011","3:47",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\54 Eternity - Ukhozhu Ne Derzhi.mp3",""
"Gavrilyuk Oleg","Ukrainochki","Slezy lyubvi","3:28",2011,"",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\51. Gavrilyuk Oleg - Ukrainochki.mp3",""
"Natasha Bogackaya","Uletayu","Vse Zvezdy 2011","3:39",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\184_Natasha Bogackaya - Uletayu.mp3",""
"K. Orbakajte","Ul'trafiolet","LetoNaMuzTV","3:46",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\19 K. Orbakajte - Ul'trafiolet.mp3",""
"Natal'ya Mogilevskaya","Umeem snegom gret'sya","VzrHitParOtRusRad","3:07",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\069. Natal'ya Mogilevskaya - Umeem snegom gret'sya.mp3",""
"Akon &amp; Clinton Sparks","Unless We Fuckin","Vse Zvezdy 2011","3:25",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\162_Akon &amp; Clinton Sparks - Unless We Fuckin.mp3",""
"D-Jastic","Up To No Good","DiskKurort","5:10",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\064. D-Jastic - Up To No Good .mp3",""
"Bandaeros","Utro","VzrHitParOtRusRad","4:01",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\066. Bandaeros - Utro.mp3",""
"Banderos","Utro","HitNastSummer","4:05",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\89.  Banderos - Utro .mp3",""
"Blestyaschie","Utro","VzrHitParOtRusRad","3:51",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\151. Blestyaschie - Utro.mp3",""
"Uma2rmah","V Aetom Gorode Vse Sumasshedshie","XXXLVes2011","3:50",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\76 Uma2rmah - V Aetom Gorode Vse Sumasshedshie.mp3",""
"Dmitrii Koldun","V komnate pustoi","DiskKurort","3:29",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\031. Dmitrii Koldun - V komnate pustoi.mp3",""
"Ksyusha Tviti","V Okeane Tvoikh Glaz","HitNastSummer","3:13",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\49.  Ksyusha Tviti - V Okeane Tvoikh Glaz .mp3",""
"El Ray","V serdce tvoem","VzrHitParOtRusRad","3:42",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\139. El Ray - V serdce tvoem.mp3",""
"Pyl'ca","V Spinu Nozhi","XXXLVes2011","3:32",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\46 Pyl'ca - V Spinu Nozhi.mp3",""
